"Gene","adj.P.Val","adj.P.Val.1","adj.P.Val.2"
"TC03001705.hg.1:1",1.26182387192865e-05,2.42522423895336e-40,3.48914600724256e-22
"TC02004668.hg.1:1",1.31494444777456e-05,9.66449067086104e-35,4.51957002567676e-19
"TC08000020.hg.1:1",1.32092391640013e-05,1.40920110338057e-33,3.24273206994336e-17
"TC01001461.hg.1:2",1.32659080527284e-05,2.95513834925453e-22,1.01801397517507e-08
"TC01003283.hg.1:2",1.32849279728048e-05,1.01549530862894e-39,1.84747621119595e-19
"TC20000341.hg.1:1",1.3601455799594e-05,7.74927430697843e-27,2.10915842136859e-14
"TC07001886.hg.1:2",1.42435363206132e-05,7.90392523501057e-08,7.44486366758453e-06
"TC10000664.hg.1:2",1.46299469424154e-05,1.17555114906353e-20,3.09409397935852e-13
"TC03002054.hg.1:1",1.47315904749373e-05,1.67624875469674e-45,1.48997063411605e-25
"TC15001037.hg.1:1",1.49784772777301e-05,1.93757298031917e-32,4.95838489158103e-28
"TC14000162.hg.1:1",1.56245565196035e-05,6.31974572113444e-29,3.61913503236252e-14
"TC16001982.hg.1:1",1.64361383539198e-05,7.81255295217214e-25,8.58455797061403e-14
"TC02001542.hg.1:1",1.64373940242558e-05,6.31296660626335e-28,1.19799320835241e-16
"TC03001227.hg.1:1",1.64373940242558e-05,9.88365419967586e-19,1.33991790357301e-16
"TC16000471.hg.1:1",1.64373940242558e-05,2.25484826915158e-36,1.88343564342814e-20
"TC05001392.hg.1:1",1.64373940242558e-05,2.57457936042065e-14,1.15138764908292e-07
"TC14000404.hg.1:1",1.65963468109916e-05,9.57505562461966e-29,1.21077090768651e-15
"TC19000088.hg.1:2",1.66717709668312e-05,3.44454111694279e-22,3.84962863006385e-13
"TC02000374.hg.1:2",1.66717709668312e-05,1.55216813889857e-27,8.37827250095611e-20
"TC12001981.hg.1:1",1.77085015708173e-05,8.01127705186802e-43,1.6758768905412e-24
"TC15000343.hg.1:1",1.78540949156597e-05,4.51807459825161e-50,5.63834339266666e-27
"TC02004938.hg.1:1",1.78540949156597e-05,5.48130607076954e-40,4.85820519971737e-28
"TC02002718.hg.1:1",1.79246884645012e-05,7.67485093988998e-30,4.54992737867421e-13
"TC05000604.hg.1:3",1.79246884645012e-05,1.43515789625473e-47,1.11005760486902e-28
"TC22000562.hg.1:1",1.79986386967537e-05,3.84772266066072e-35,3.14731785735909e-25
"TC22001438.hg.1:1",1.79986386967537e-05,7.94339833766064e-35,3.31445905491267e-22
"TC02004161.hg.1:1",1.81936985095214e-05,2.18347791606234e-46,4.35510434614857e-24
"TC14002288.hg.1:1",1.82713266928194e-05,8.90715914198175e-24,9.1208739164778e-17
"TC04000030.hg.1:3",1.83832685855884e-05,6.85586161006649e-14,1.00306245943536e-09
"TC03001418.hg.1:3",1.83832685855884e-05,3.39896590750789e-21,1.9174451220732e-09
"TC12003209.hg.1:1",1.86512133248382e-05,6.85071791348288e-20,5.56654743201055e-09
"TC02000904.hg.1:1",1.8990038195215e-05,1.24354380288743e-23,1.87182743735594e-13
"TC0X000197.hg.1:1",1.95198138205079e-05,3.16094382897339e-21,1.74746749864287e-12
"TC02000034.hg.1:2",1.95198138205079e-05,1.4990005663226e-44,1.11003143485989e-22
"TC03002152.hg.1:5",1.99634127439237e-05,1.01487076397314e-22,4.04120481227544e-09
"TC22000468.hg.1:1",1.99640725797746e-05,1.84974469197132e-32,2.01510320280621e-22
"TC19001575.hg.1:1",1.99663295630167e-05,1.41200053420879e-25,2.71202920460145e-14
"TC02003397.hg.1:1",2.01132187053533e-05,9.21863354286483e-42,2.47294418286511e-29
"TC01005350.hg.1:1",2.01464619655327e-05,4.45281062826625e-33,1.94852486338804e-16
"TC01001174.hg.1:1",2.03825097348993e-05,3.15569077981686e-33,1.20550445841368e-20
"TC01002566.hg.1:1",2.16535801330675e-05,2.46193968984069e-19,8.81525621189058e-11
"TC12001385.hg.1:1",2.24682542538757e-05,9.17960140204309e-22,2.64623174633954e-14
"TC17001141.hg.1:1",2.27654470254851e-05,3.24257563079111e-31,1.88524299175189e-17
"TC02004015.hg.1:1",2.27812603087068e-05,1.66606922658895e-25,3.84962863006385e-13
"TC10000098.hg.1:4",2.28068787820328e-05,6.82618746721534e-19,1.19885121842084e-10
"TC0Y000155.hg.1:1",2.301240782823e-05,1.02175500197092e-22,6.5419585111579e-15
"TC06000170.hg.1:1",2.3091157676315e-05,8.48754498477083e-30,3.79626031633787e-23
"TC02002490.hg.1:1",2.35006132771337e-05,1.24322898646363e-33,1.59158269787333e-11
"TC17000217.hg.1:1",2.35119118699427e-05,2.55895199191559e-26,3.33014214788538e-16
"TC01000154.hg.1:4",2.35245179412126e-05,1.25589977350652e-09,7.64597777141123e-08
"TC10001006.hg.1:2",2.35245179412126e-05,1.63457269304395e-29,1.77405968919599e-18
"TC01000514.hg.1:2",2.35245179412126e-05,1.10804352984682e-39,7.6229696965846e-19
"TC16001135.hg.1:1",2.41093634246702e-05,3.73828819199349e-31,4.59744485529452e-18
"TC12000091.hg.1:2",2.44058892146246e-05,3.30197636420438e-24,1.03428738925679e-08
"TC13000729.hg.1:1",2.4516586377078e-05,1.02457697109367e-28,1.58068407542368e-16
"TC01002412.hg.1:1",2.50591588094335e-05,9.4124888651388e-45,1.51726107455492e-23
"TC14001246.hg.1:1",2.51107038478228e-05,8.25175280479601e-32,1.3005596885968e-15
"TC17002788.hg.1:3",2.52589431862093e-05,2.38741219313398e-17,7.07241032219954e-12
"TC04001478.hg.1:1",2.52589431862093e-05,1.37942744427155e-13,3.39352675629816e-08
"TC01003662.hg.1:1",2.5477715011711e-05,1.32160608857341e-16,3.00686367070966e-15
"TC17002860.hg.1:1",2.58177694429498e-05,9.70212024684675e-29,1.65551908851975e-20
"TC05002801.hg.1:1",2.58179859189813e-05,5.81716390454277e-20,9.9465317530798e-12
"TC22000495.hg.1:1",2.58876438032759e-05,5.93967173207352e-42,7.1057455544529e-22
"TC01002383.hg.1:2",2.58876438032759e-05,3.68201227272207e-31,2.30690512834353e-16
"TC16002035.hg.1:1",2.60095762280721e-05,8.68183614573277e-33,1.01327217703149e-17
"TC01003190.hg.1:2",2.60095762280721e-05,5.57701396019151e-34,6.50878925332984e-21
"TC0X001367.hg.1:1",2.60095762280721e-05,1.04583918672901e-24,6.17752707784145e-15
"TC15002180.hg.1:1",2.60095762280721e-05,4.8903014484997e-50,7.66118459646496e-28
"TC06001558.hg.1:1",2.63543518421488e-05,1.10678730885851e-24,1.92748752822157e-13
"TC0X000937.hg.1:1",2.63698873975494e-05,3.81791520678281e-28,1.52462682269065e-15
"TC10000639.hg.1:1",2.69760335394327e-05,5.13326168857481e-41,1.35373919228158e-20
"TC11001829.hg.1:1",2.72109171053708e-05,3.13129937927333e-37,7.17011705009285e-19
"TC17001462.hg.1:2",2.75717529818005e-05,6.18083716709836e-15,2.73294091793737e-10
"TC02004980.hg.1:1",2.78547863000956e-05,1.40920110338057e-33,2.25243378893942e-26
"TC14000902.hg.1:1",2.79078138625281e-05,2.06415641153258e-22,4.02651693796407e-13
"TC11002916.hg.1:1",2.79247406599878e-05,4.00135777721609e-18,2.05248234038456e-11
"TC01003916.hg.1:1",2.80158598088869e-05,2.63302907679814e-32,2.39806987326374e-21
"TC04000837.hg.1:1",2.82580253336886e-05,3.54117064810355e-37,8.2269008143294e-19
"TC17001254.hg.1:2",2.83567105440294e-05,2.98971030083772e-27,2.9832871366975e-17
"TC14001904.hg.1:1",2.89044724336427e-05,2.98415997242128e-32,4.00108798209669e-26
"TC10000640.hg.1:1",2.90463459362451e-05,3.18994712280026e-47,8.05170100999926e-24
"TC17000383.hg.1:1",2.90463459362451e-05,2.79928631948963e-42,3.58049538798888e-25
"TC01003537.hg.1:1",2.90725883680263e-05,6.77793903018949e-27,1.88984110635423e-14
"PSR13000749.hg.1:1",2.90725883680263e-05,5.89435267888374e-17,4.86469179114287e-08
"TC01002847.hg.1:1",2.93731164071301e-05,2.8187501019083e-34,2.9271345235114e-19
"TC14000476.hg.1:1",2.94519879718072e-05,2.44938438472264e-25,4.30015451650161e-13
"TC02004939.hg.1:1",2.95373339062903e-05,1.23448873097029e-40,9.09711965471232e-28
"TC02004940.hg.1:1",2.98471311706563e-05,1.0526379249265e-40,4.40582529316983e-29
"TC14002243.hg.1:1",3.00778296580167e-05,2.02836065004359e-28,3.97357224162408e-21
"TC09000608.hg.1:3",3.0160930848176e-05,2.57275638554906e-32,1.04226744976327e-18
"TC04000770.hg.1:3",3.0160930848176e-05,8.46961025613096e-21,2.79075531258215e-09
"TC10000637.hg.1:1",3.06688221158832e-05,5.30615605685607e-42,7.29664011184821e-22
"TC16001576.hg.1:1",3.07714148006386e-05,1.40300861002155e-37,2.04426853022405e-20
"TC02002853.hg.1:3",3.08827721199141e-05,8.73100297806534e-33,1.67680421274178e-18
"TC10000673.hg.1:3",3.11219247882674e-05,6.72682548715013e-31,3.40685316980174e-16
"TC02004945.hg.1:1",3.12887074499083e-05,2.70125145492099e-40,7.81124772063067e-28
"TC03001509.hg.1:1",3.19842130717057e-05,5.89890700451535e-19,4.33371844340282e-12
"TC14000583.hg.1:3",3.19842130717057e-05,2.82828411346747e-22,3.48246461102274e-14
"TC02001623.hg.1:1",3.19842130717057e-05,2.36944336057301e-23,2.28369732899185e-11
"TC05003403.hg.1:1",3.28478209478998e-05,1.77110531664777e-20,6.58128242380147e-12
"TC02004397.hg.1:1",3.31262252013067e-05,4.17133247360292e-39,8.78047513534554e-27
"TC06001051.hg.1:1",3.36466910847249e-05,2.97963117128919e-21,2.3505555692269e-11
"TC6_cox_hap2000068.hg.1:1",3.38101535264479e-05,4.37480555434533e-19,5.82822568846382e-08
"TC02001739.hg.1:1",3.4391554144399e-05,4.24828966498656e-46,7.15451539156072e-24
"TC6_apd_hap1000037.hg.1:1",3.4391554144399e-05,1.45606947047741e-19,4.93354124708994e-08
"TC19000335.hg.1:1",3.44445453489791e-05,1.83915192066541e-23,1.45729976059243e-10
"TC12000974.hg.1:1",3.48932583650571e-05,7.95215213497454e-20,1.99807463999663e-13
"TC09000024.hg.1:1",3.48932583650571e-05,6.73534693915339e-07,0.00284329095364727
"TC16000470.hg.1:1",3.49679162996068e-05,4.05154825966017e-29,1.44878065244481e-15
"TC22001450.hg.1:2",3.54862781009897e-05,1.0286658314794e-37,4.48208847960276e-27
"TC6_mann_hap4000060.hg.1:1",3.55402715043361e-05,1.84991101412691e-19,4.48102360686592e-08
"TC09000490.hg.1:2",3.60855594836466e-05,2.42677338571981e-40,1.26692996894988e-20
"TC07002046.hg.1:1",3.60855594836466e-05,1.21093707382926e-22,6.92001515359558e-12
"TC06000606.hg.1:3",3.63197389342579e-05,3.67794971100447e-46,9.6359978764391e-25
"TC16000469.hg.1:1",3.63197389342579e-05,6.46029050874313e-35,1.57097417914131e-19
"TC06000176.hg.1:1",3.63318020740526e-05,6.80787773558529e-34,5.64641141022426e-19
"TC02000245.hg.1:1",3.63912051921167e-05,2.78713383729242e-44,3.35550738749272e-21
"TC13000859.hg.1:1",3.66852248991501e-05,3.00903505053155e-25,9.0326901911323e-14
"TC12000611.hg.1:1",3.67595292328382e-05,1.94780400887525e-11,2.62692091852015e-09
"TC02004948.hg.1:1",3.67646124845091e-05,4.96850861013088e-39,6.12583478456757e-28
"TC06001350.hg.1:1",3.69827163216174e-05,5.18480100729472e-29,2.49885240828646e-18
"TC01003622.hg.1:1",3.69827163216174e-05,8.60135334486268e-23,2.01664216237084e-12
"TC06000149.hg.1:3",3.70882548164863e-05,1.31309317896447e-29,2.07124222085643e-14
"TC11000467.hg.1:3",3.70975352282479e-05,1.41604612476726e-34,1.93597558860679e-20
"TC20001035.hg.1:1",3.76306903598976e-05,2.36820156718319e-43,2.83268940224384e-18
"TC01002708.hg.1:1",3.76812978266394e-05,3.12524262111865e-40,4.6425247339152e-23
"TC6_ssto_hap7000055.hg.1:1",3.898227924111e-05,4.41545470270476e-19,8.11385870982766e-08
"TC6_mcf_hap5000054.hg.1:1",3.90429620384944e-05,4.4457738661451e-19,4.25577685036891e-08
"TC14002269.hg.1:1",3.90429620384944e-05,2.99438226744244e-28,3.30400776592118e-24
"TC14002216.hg.1:1",3.92029082528856e-05,8.19648336067709e-32,5.11022452476294e-25
"TC11002677.hg.1:1",3.92029082528856e-05,1.38497362243092e-35,8.9901155271818e-21
"PSR13000738.hg.1:1",3.92412404373965e-05,4.91525888105599e-20,8.41249508682118e-10
"TC17000918.hg.1:2",3.93773003130019e-05,2.99775812507271e-39,1.50641815757511e-18
"TC6_dbb_hap3000059.hg.1:1",3.94976103493587e-05,3.52390837785881e-19,3.82285811190767e-08
"TC03000862.hg.1:1",3.98573915840576e-05,9.39223617491075e-23,1.32360334001825e-11
"TC02003008.hg.1:1",3.98573915840576e-05,1.62091460111103e-42,4.95165660369968e-22
"TC11000266.hg.1:1",3.99724923597989e-05,1.3449520149202e-27,3.18680120481245e-15
"TC02004976.hg.1:1",4.06093108991569e-05,1.66283690285641e-42,8.37829563661573e-30
"TC19001177.hg.1:1",4.06093108991569e-05,7.33400212224959e-17,6.95523170047663e-10
"TC11001341.hg.1:1",4.06093108991569e-05,1.00621935199469e-41,5.1137320553489e-22
"TC01001522.hg.1:6",4.10613652688023e-05,2.42522423895336e-40,1.51169620076817e-21
"TC14002273.hg.1:1",4.10613652688023e-05,2.03763704357054e-31,2.19440472705318e-22
"TC15000638.hg.1:2",4.11447466515347e-05,2.68254910688766e-19,3.30026909343961e-10
"TC01002694.hg.1:2",4.22396918305639e-05,7.95092789217688e-24,3.92310068355447e-19
"TC13000073.hg.1:3",4.22396918305639e-05,1.44187089535482e-18,1.07431750215551e-08
"TC06001768.hg.1:1",4.22396918305639e-05,3.86325682133807e-10,6.61059603669255e-05
"TC16001578.hg.1:2",4.24957991969595e-05,2.57403478076548e-33,1.16689458103777e-19
"TC16002034.hg.1:2",4.35590593405099e-05,1.46172300038776e-31,2.09058120370606e-18
"TC02004941.hg.1:1",4.35776874184026e-05,8.48340156532903e-38,1.82204031166746e-27
"TC22001440.hg.1:1",4.38198625389034e-05,8.84152160841329e-26,8.28255263961694e-24
"TC20000094.hg.1:2",4.40216974905889e-05,9.43968586920054e-11,5.9642434024361e-11
"TC02004974.hg.1:1",4.42217926987493e-05,8.03718241881843e-40,1.59502524052367e-27
"TC10000189.hg.1:1",4.4229378799909e-05,1.88912864783991e-28,2.48109199193587e-20
"TC09002074.hg.1:1",4.48002814889183e-05,1.69397423358992e-27,4.73971764462335e-18
"TC16000416.hg.1:1",4.58115828056171e-05,1.506104661373e-17,2.25276521725286e-11
"TC03001244.hg.1:1",4.61344571890936e-05,1.53441909510723e-22,1.328623610587e-12
"TC06004109.hg.1:1",4.65674236923393e-05,8.01374337939849e-36,9.53614641108586e-26
"TC6_qbl_hap6000059.hg.1:1",4.66631985627963e-05,1.68377462758514e-18,8.21345099269509e-08
"TC22001004.hg.1:4",4.71984423195905e-05,2.34365049442429e-36,1.04710760083587e-25
"TC06001349.hg.1:1",4.73334460870803e-05,3.23227174173507e-47,3.73666808084583e-25
"TC14002260.hg.1:1",4.79192019928241e-05,4.30082235448617e-31,9.93597091772312e-26
"TC18000321.hg.1:1",4.79786691904698e-05,7.347783104159e-34,1.07083446432741e-17
"TC03000634.hg.1:2",4.84007704063651e-05,2.11477805095778e-33,1.38723733399258e-19
"TC16002074.hg.1:2",4.84007704063651e-05,3.70311924174825e-33,1.70828513854718e-16
"TC06000942.hg.1:1",4.86541765065623e-05,6.53955772179763e-32,5.01706782574333e-15
"TC14002286.hg.1:1",4.87812661031818e-05,1.59265973796435e-32,1.44287465221438e-26
"TC0X001282.hg.1:1",4.9882653983688e-05,1.2781024317871e-21,1.16343282181741e-12
"TC19000055.hg.1:1",5.0257627913221e-05,1.94770748487385e-45,9.5717012742565e-21
"TC02000554.hg.1:1",5.0257627913221e-05,2.51661079032634e-30,1.17378497313189e-22
"TC03000669.hg.1:1",5.0257627913221e-05,1.53129451655932e-29,7.41573419846769e-16
"TC02004981.hg.1:2",5.06106628825449e-05,3.08276476757209e-32,4.52939363842414e-23
"TC04000485.hg.1:2",5.07753282660888e-05,2.46498827929878e-41,5.77924574269472e-21
"TC08002551.hg.1:1",5.13297814565608e-05,1.70554633744895e-34,1.22671328663451e-16
"TC02002076.hg.1:1",5.18354675224187e-05,8.88075859753599e-33,3.90251905134276e-25
"TC04001808.hg.1:2",5.26342607498266e-05,6.69579843897673e-20,1.28382610959927e-09
"TC13000199.hg.1:2",5.2816827161593e-05,9.9639958188854e-20,1.53324315271943e-09
"TC09000139.hg.1:2",5.37014350781516e-05,1.90429263877627e-45,3.88793037277207e-21
"PSR13000750.hg.1:1",5.4125045836892e-05,1.71080910964171e-16,2.00230655511571e-07
"TC13000199.hg.1:5",5.43870631950569e-05,3.46777950265347e-31,8.52089446029499e-17
"PSR13010431.hg.1:1",5.43870631950569e-05,1.05646006415829e-19,7.05231223152965e-10
"TC14002287.hg.1:1",5.43870631950569e-05,1.46420512514084e-22,2.40711310478151e-15
"TC07000217.hg.1:1",5.43870631950569e-05,1.67088963441902e-33,1.12270918850831e-16
"TC20000908.hg.1:3",5.43870631950569e-05,1.82957773149585e-16,2.87728621948891e-09
"TC01004518.hg.1:1",5.48091468979074e-05,5.50121234288396e-33,4.00035300337062e-19
"TC06001903.hg.1:1",5.50322313021349e-05,4.84763299636962e-37,1.57332781968084e-21
"TC03000288.hg.1:2",5.59731046137578e-05,2.29940410846446e-31,1.53280444589817e-10
"TC02002077.hg.1:1",5.66841323272088e-05,6.97314166966126e-38,1.48997063411605e-25
"TC17000532.hg.1:3",5.69869253984715e-05,1.17371847701926e-16,1.17901410418817e-12
"TC10002226.hg.1:2",5.72491581736975e-05,5.83106260021304e-28,2.35187387803273e-16
"TC03001456.hg.1:3",5.73495025192967e-05,5.83793128453656e-27,1.24404251788448e-18
"TC20000063.hg.1:3",5.8233088130218e-05,3.29680360313233e-12,5.64619452617319e-10
"TC11003030.hg.1:1",5.92062401977736e-05,6.26183014812239e-42,6.83457965376711e-22
"TC0X002230.hg.1:1",6.04145195255365e-05,5.08784827482671e-38,5.07490352961491e-16
"TC01002191.hg.1:4",6.092848320888e-05,1.84437054092432e-06,8.77787295574412e-06
"TC11002210.hg.1:1",6.17845417163785e-05,3.64368088786963e-34,4.60439688158018e-16
"JUC13000452.hg.1:1",6.17845417163785e-05,2.59432460480061e-19,5.92081636620617e-12
"TC11003031.hg.1:1",6.28611145375782e-05,2.13228919060114e-38,2.16423641488314e-19
"TC22000124.hg.1:1",6.28611145375782e-05,1.22244333566654e-33,9.93597091772312e-26
"TC10001055.hg.1:1",6.34698719195533e-05,1.9070987354899e-22,2.46611134779998e-12
"TC08000407.hg.1:1",6.46865575980874e-05,4.53607647910062e-22,2.28508099080377e-10
"TC14002277.hg.1:1",6.50318825296211e-05,2.62183930441701e-34,7.45246676080054e-28
"TC02003396.hg.1:1",6.60622358826214e-05,9.86107649757125e-39,2.33338372907131e-26
"TC20000010.hg.1:3",6.60622358826214e-05,5.93094836380747e-25,1.65867817468333e-11
"TC0X000528.hg.1:4",6.60622358826214e-05,2.90784417069156e-15,4.79999426011027e-09
"TC01006221.hg.1:1",6.60622358826214e-05,5.1750431453799e-29,8.4038996227915e-16
"TC22001005.hg.1:1",6.67470193320413e-05,1.75510270354673e-37,2.4771319216593e-26
"TC20000169.hg.1:2",6.67470193320413e-05,2.28559036377293e-22,1.82592788559616e-13
"TC01003458.hg.1:1",6.7642327049021e-05,8.40758249811737e-24,3.73378975147088e-11
"TC12001602.hg.1:1",6.9067621124863e-05,3.94952626103197e-39,9.55006218521978e-21
"TC22001243.hg.1:1",6.90802496381115e-05,1.7448221628669e-33,8.23441063629542e-24
"TC02000553.hg.1:1",6.9347152922611e-05,2.59251642748903e-29,1.11200995770078e-21
"TC17001112.hg.1:2",6.95495276023081e-05,0.00468641457121872,0.0108045167747235
"TC14002215.hg.1:1",6.98145628609296e-05,1.41716157592953e-30,5.90223913877195e-23
"TC02001651.hg.1:1",7.19757427686299e-05,6.31667648375898e-27,9.68306147314067e-14
"TC16000513.hg.1:1",7.26980932874419e-05,1.40609820861767e-22,1.11638297244924e-13
"TC01003295.hg.1:1",7.29184383194121e-05,3.4056997974398e-45,7.19879614411159e-23
"TC03001018.hg.1:2",7.35655010331083e-05,2.67012096210713e-28,8.65009177634145e-20
"TC16001577.hg.1:2",7.46487888091453e-05,1.4243808557774e-27,1.01252198298332e-14
"TC06002240.hg.1:1",7.46487888091453e-05,1.12500230399232e-20,8.49985203980981e-15
"TC11000117.hg.1:1",7.83336384631753e-05,2.83492490462646e-42,7.00446276830991e-21
"TC03000282.hg.1:8",7.92356559452652e-05,1.60545157061e-30,5.43595461138405e-16
"TC12003280.hg.1:2",7.94550700199129e-05,1.05382532770526e-35,6.950133423507e-22
"TC01004241.hg.1:2",7.96356770751714e-05,1.17977112805724e-20,1.38647104302766e-11
"TC02004982.hg.1:1",7.99838464731448e-05,5.89612907378675e-40,1.82204031166746e-27
"TC15002245.hg.1:2",8.00637092939258e-05,1.41881749487139e-20,4.09507604494848e-14
"TC03001904.hg.1:1",8.00637092939258e-05,7.95870003009258e-15,2.18738631486438e-05
"TC06000223.hg.1:1",8.00637092939258e-05,6.37418682243752e-23,6.42572789842263e-16
"TC13000978.hg.1:2",8.06411357617063e-05,5.38573031342366e-18,2.67847392338419e-08
"TC06000171.hg.1:1",8.07491579031055e-05,9.83250246419863e-35,3.48875375340757e-23
"TC15001040.hg.1:1",8.08812735212508e-05,1.24632809724703e-09,2.33535689334063e-05
"TC0X001352.hg.1:1",8.12868989125671e-05,1.33031438623099e-21,4.39747923148533e-13
"TC13000235.hg.1:1",8.1894179713752e-05,7.89818575391574e-20,1.39042567794331e-10
"TC19001121.hg.1:1",8.19024743574209e-05,3.91160973519313e-30,3.76959443227874e-16
"TC09000724.hg.1:2",8.37930631706717e-05,3.67794971100447e-46,3.69289843493431e-23
"TC01002805.hg.1:1",8.39717137722421e-05,4.99072599531783e-21,2.2082740354071e-13
"PSR13010434.hg.1:1",8.45145285318628e-05,4.06323521668663e-16,2.06541542453267e-07
"TC0X001169.hg.1:1",8.47963923545066e-05,6.45139733106289e-24,4.10048472077632e-14
"TC15000337.hg.1:2",8.47963923545066e-05,1.24976355200354e-19,4.3928701657152e-12
"TC03001797.hg.1:1",8.53285724607755e-05,2.8512725360969e-30,1.92213746865651e-16
"TC12001202.hg.1:1",8.54053359371048e-05,9.83875959441715e-11,2.69179638201688e-05
"TC11001794.hg.1:1",8.70654910803677e-05,9.06294479012524e-40,6.54027456711661e-24
"TC14001581.hg.1:1",8.75079966517105e-05,6.5147582894933e-22,1.79193946003e-15
"TC11003246.hg.1:4",8.75079966517105e-05,0.000231813576946375,0.00659169751819878
"TC02000559.hg.1:1",8.81149634772304e-05,1.72053066014863e-36,1.22550992983833e-25
"TC02003401.hg.1:1",8.90665973628668e-05,4.11445312960478e-34,3.19115797328242e-25
"TC22000123.hg.1:1",8.90665973628668e-05,1.54711572992703e-35,1.39304057466705e-27
"TC06001588.hg.1:1",8.90665973628668e-05,2.63693301327655e-34,4.67240405623472e-21
"TC09000564.hg.1:1",8.92561991930411e-05,4.18423523346533e-27,3.73455913870638e-14
"TC04001770.hg.1:1",8.93021052077042e-05,2.32526245593427e-32,1.15777119563625e-17
